circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
chr8:89722015|89725641	chr8	89722015	89725641	11	6_8_5	48	0.314	exon	ENSG00000251136.8,	-	SRR3479243.14990737,SRR3479243.17855732,SRR3479243.18368925,SRR3479243.24561848,SRR3479243.8225108,SRR3479243.20475650,SRR3479243.12111280,SRR3479243.29737263,SRR3479243.8788223,SRR3479243.21210575,SRR3479243.9483248,
chr8:89724629|89725641	chr8	89724629	89725641	2	2_1_0	53	0.070	exon	ENSG00000251136.8,	-	SRR3479243.15471113,SRR3479243.19471930,
chr8:92075965|92081293	chr8	92075965	92081293	4	3_3_0	4	0.667	exon	ENSG00000079102.16,	-	SRR3479243.1347874,SRR3479243.6594942,SRR3479243.20651161,SRR3479243.29184471,
chr8:93755020|93816515	chr8	93755020	93816515	2	2_2_0	23	0.148	exon	ENSG00000164953.15,	+	SRR3479243.23798045,SRR3479243.4141137,
chr8:93755020|93822563	chr8	93755020	93822563	2	1_2_0	12	0.250	intergenic_region	n/a	+	SRR3479243.20354262,SRR3479243.9398095,
chr8:93763842|93785378	chr8	93763842	93785378	2	1_1_1	36	0.100	exon	ENSG00000164953.15,	+	SRR3479243.24728485,SRR3479243.27268213,
chr8:93786223|93816515	chr8	93786223	93816515	2	2_2_0	28	0.125	exon	ENSG00000164953.15,	+	SRR3479243.18208179,SRR3479243.24836597,
chr8:93786223|93822563	chr8	93786223	93822563	2	1_2_1	17	0.190	intergenic_region	n/a	+	SRR3479243.21844339,SRR3479243.21303528,
chr8:94506500|94512089	chr8	94506500	94512089	3	3_3_0	145	0.040	exon	ENSG00000164944.11,	-	SRR3479243.24323340,SRR3479243.19290123,SRR3479243.11505827,
chr8:97661072|97691188	chr8	97661072	97691188	3	1_3_2	240	0.024	exon	ENSG00000147649.9,	+	SRR3479243.17738585,SRR3479243.8248230,SRR3479243.29970201,
chr8:97686668|97691188	chr8	97686668	97691188	6	2_4_2	303	0.038	exon	ENSG00000147649.9,	+	SRR3479243.12614706,SRR3479243.15357537,SRR3479243.19273815,SRR3479243.9577318,SRR3479243.9648214,SRR3479243.5025102,
chr8:97713662|97719189	chr8	97713662	97719189	2	1_2_1	937	0.004	exon	ENSG00000147649.9,	+	SRR3479243.28820079,SRR3479243.29492354,
chr8:97805353|97825153	chr8	97805353	97825153	4	3_3_2	285	0.027	exon	ENSG00000104341.16,	+	SRR3479243.8021965,SRR3479243.4076884,SRR3479243.4153621,SRR3479243.29921103,
chr8:98526742|98596169	chr8	98526742	98596169	5	3_2_0	110	0.083	exon	ENSG00000104375.15,	-	SRR3479243.7397286,SRR3479243.20793874,SRR3479243.3726258,SRR3479243.29317299,SRR3479243.19538158,
chr8:98706467|98707311	chr8	98706467	98707311	13	12_12_0	115	0.184	exon	ENSG00000104375.15,	-	SRR3479243.1508548,SRR3479243.2235894,SRR3479243.13116411,SRR3479243.13886150,SRR3479243.14454581,SRR3479243.7228525,SRR3479243.18904943,SRR3479243.21201079,SRR3479243.25656637,SRR3479243.3137553,SRR3479243.4448241,SRR3479243.5793791,SRR3479243.28948677,
chr8:98706467|98749390	chr8	98706467	98749390	6	3_3_1	111	0.098	exon	ENSG00000104375.15,	-	SRR3479243.22318789,SRR3479243.22594802,SRR3479243.23143939,SRR3479243.27778853,SRR3479243.24722350,SRR3479243.25780454,
chr8:99274198|99275254	chr8	99274198	99275254	3	3_3_0	42	0.125	exon	ENSG00000132549.18,	+	SRR3479243.14349462,SRR3479243.16818849,SRR3479243.24756810,
chr8:102287433|102288266	chr8	102287433	102288266	2	2_2_0	257	0.015	exon	ENSG00000104517.12,	-	SRR3479243.16725210,SRR3479243.5708691,
chr8:102360071|102361626	chr8	102360071	102361626	12	11_1_10	69	0.258	exon	ENSG00000104517.12,	-	SRR3479243.972656,SRR3479243.17423767,SRR3479243.22040290,SRR3479243.24484168,SRR3479243.7099956,SRR3479243.19822680,SRR3479243.20966184,SRR3479243.25036601,SRR3479243.26859075,SRR3479243.11808112,SRR3479243.12235985,SRR3479243.28556083,
chr8:103401516|103407784	chr8	103401516	103407784	3	3_3_0	112	0.051	exon	ENSG00000164933.11,	-	SRR3479243.13737302,SRR3479243.17296866,SRR3479243.11989491,
chr8:105419144|105444381	chr8	105419144	105444381	3	2_1_1	10	0.375	exon	ENSG00000169946.13,	+	SRR3479243.14211571,SRR3479243.14862669,SRR3479243.27904296,
chr8:108449823|108455930	chr8	108449823	108455930	5	5_0_5	96	0.094	exon	ENSG00000104412.7,	+	SRR3479243.2046174,SRR3479243.25225913,SRR3479243.9982381,SRR3479243.28231699,SRR3479243.29766861,
chr8:115587001|115587604	chr8	115587001	115587604	4	4_4_0	57	0.123	exon	ENSG00000104447.11,	-	SRR3479243.7731906,SRR3479243.5134241,SRR3479243.28083658,SRR3479243.30642754,
chr8:115587001|115623758	chr8	115587001	115623758	2	2_2_0	26	0.133	exon	ENSG00000104447.11,	-	SRR3479243.18086530,SRR3479243.7850554,
chr8:117528651|117530827	chr8	117528651	117530827	3	3_2_1	129	0.044	exon	ENSG00000164758.7,	+	SRR3479243.2445413,SRR3479243.13190425,SRR3479243.16350024,
chr8:119788338|119797846	chr8	119788338	119797846	5	3_5_2	113	0.081	exon	ENSG00000064313.11,	-	SRR3479243.1921592,SRR3479243.17351327,SRR3479243.27002071,SRR3479243.9829067,SRR3479243.3387286,
chr8:119838259|119843747	chr8	119838259	119843747	2	2_2_0	85	0.045	exon	ENSG00000136982.5,	-	SRR3479243.12331401,SRR3479243.4399151,
chr8:119846990|119853215	chr8	119846990	119853215	2	0_2_2	74	0.051	exon	ENSG00000136982.5,	-	SRR3479243.6259317,SRR3479243.21534018,
chr8:123019195|123022779	chr8	123019195	123022779	2	2_2_0	103	0.037	exon	ENSG00000136986.9,	-	SRR3479243.1480348,SRR3479243.1536713,
chr8:123077111|123084340	chr8	123077111	123084340	5	4_4_0	87	0.103	exon	ENSG00000156787.16,	+	SRR3479243.856411,SRR3479243.15262646,SRR3479243.18410911,SRR3479243.22029041,SRR3479243.18885570,
chr8:123077111|123105464	chr8	123077111	123105464	4	4_4_0	67	0.107	exon	ENSG00000156787.16,	+	SRR3479243.14253404,SRR3479243.6596323,SRR3479243.4682929,SRR3479243.28357812,
chr8:123077111|123109620	chr8	123077111	123109620	5	3_3_0	60	0.143	exon	ENSG00000156787.16,	+	SRR3479243.20615031,SRR3479243.26466240,SRR3479243.27775909,SRR3479243.12001861,SRR3479243.4567066,
chr8:123231300|123239144	chr8	123231300	123239144	2	2_2_0	36	0.100	exon	ENSG00000259305.6,ENSG00000189376.11,	-	SRR3479243.18502978,SRR3479243.25856778,
chr8:123325893|123337821	chr8	123325893	123337821	2	1_2_0	84	0.045	exon	ENSG00000156802.12,	-	SRR3479243.28170154,SRR3479243.29401973,
chr8:123333878|123336532	chr8	123333878	123336532	5	4_4_2	65	0.133	exon	ENSG00000156802.12,	-	SRR3479243.22971523,SRR3479243.26755951,SRR3479243.27498779,SRR3479243.3577333,SRR3479243.5700357,
chr8:123333878|123337821	chr8	123333878	123337821	2	2_1_1	63	0.060	exon	ENSG00000156802.12,	-	SRR3479243.23887110,SRR3479243.3689979,
chr8:123337625|123339446	chr8	123337625	123339446	14	5_5_0	105	0.211	exon	ENSG00000156802.12,	-	SRR3479243.1523435,SRR3479243.13084798,SRR3479243.14743219,SRR3479243.14940208,SRR3479243.8085695,SRR3479243.19204945,SRR3479243.26149112,SRR3479243.12278748,SRR3479243.3368081,SRR3479243.5054092,SRR3479243.5310440,SRR3479243.5993832,SRR3479243.28511445,SRR3479243.30246720,
chr8:125008971|125009343	chr8	125008971	125009343	2	1_2_1	230	0.017	exon	ENSG00000104549.11,	+	SRR3479243.14670407,SRR3479243.17830109,
chr8:125147081|125195272	chr8	125147081	125195272	2	2_2_0	2	0.667	intron	ENSG00000156831.7,	+	SRR3479243.2996122,SRR3479243.23743608,
chr8:127890589|127890998	chr8	127890589	127890998	19	15_15_0	18	0.679	exon	ENSG00000249859.8,	+	SRR3479243.283094,SRR3479243.610947,SRR3479243.996402,SRR3479243.2831367,SRR3479243.13580194,SRR3479243.17686261,SRR3479243.18567543,SRR3479243.22787929,SRR3479243.19932056,SRR3479243.20318771,SRR3479243.25447146,SRR3479243.9860782,SRR3479243.11231529,SRR3479243.3788050,SRR3479243.4461409,SRR3479243.30379203,SRR3479243.30641812,SRR3479243.24949131,SRR3479243.25560684,
chr8:128009590|128010444	chr8	128009590	128010444	3	2_1_1	12	0.333	exon	ENSG00000249859.8,	+	SRR3479243.4391340,SRR3479243.12927102,SRR3479243.7164429,
chr8:130079902|130092143	chr8	130079902	130092143	3	2_3_1	49	0.109	exon	ENSG00000153317.14,	-	SRR3479243.25465921,SRR3479243.26097011,SRR3479243.11653118,
chr8:130152736|130169067	chr8	130152736	130169067	7	3_2_5	62	0.184	exon	ENSG00000153317.14,	-	SRR3479243.21895697,SRR3479243.24624471,SRR3479243.7347644,SRR3479243.26581906,SRR3479243.27834813,SRR3479243.10494559,SRR3479243.10768461,
chr8:130152736|130180880	chr8	130152736	130180880	10	4_7_3	98	0.169	exon	ENSG00000153317.14,	-	SRR3479243.1901048,SRR3479243.13293694,SRR3479243.18403799,SRR3479243.24505974,SRR3479243.6911737,SRR3479243.19154529,SRR3479243.20048309,SRR3479243.9609530,SRR3479243.10546445,SRR3479243.10624526,
chr8:130159864|130180880	chr8	130159864	130180880	2	0_2_2	98	0.039	exon	ENSG00000153317.14,	-	SRR3479243.1011322,SRR3479243.6717911,
chr8:130358017|130361771	chr8	130358017	130361771	10	8_8_3	24	0.455	exon	ENSG00000153317.14,	-	SRR3479243.13459329,SRR3479243.8033994,SRR3479243.18809338,SRR3479243.19198236,SRR3479243.20196182,SRR3479243.25001235,SRR3479243.3229888,SRR3479243.5641764,SRR3479243.30703354,SRR3479243.1730225,
chr8:132777796|132811128	chr8	132777796	132811128	2	2_0_2	50	0.074	exon	ENSG00000129292.20,	+	SRR3479243.24576719,SRR3479243.24820593,
chr8:134600436|134610655	chr8	134600436	134610655	15	9_10_0	18	0.625	exon	ENSG00000066827.15,	-	SRR3479243.1775154,SRR3479243.13478960,SRR3479243.13577501,SRR3479243.15758011,SRR3479243.16748460,SRR3479243.17744054,SRR3479243.22435054,SRR3479243.7203699,SRR3479243.26350025,SRR3479243.10972298,SRR3479243.4108486,SRR3479243.290937,SRR3479243.412554,SRR3479243.12680943,SRR3479243.12934639,
chr8:140397620|140405698	chr8	140397620	140405698	3	2_2_0	32	0.158	exon	ENSG00000167632.14,	-	SRR3479243.1449686,SRR3479243.15689408,SRR3479243.30854779,
chr8:140585119|140585311	chr8	140585119	140585311	2	2_1_1	44	0.083	exon	ENSG00000123908.11,	-	SRR3479243.22948324,SRR3479243.19493711,
chr8:140664917|140674404	chr8	140664917	140674404	2	1_0_2	183	0.021	exon	ENSG00000169398.19,	-	SRR3479243.2752217,SRR3479243.11325962,
chr8:140700891|140706205	chr8	140700891	140706205	6	6_6_0	135	0.082	exon	ENSG00000169398.19,	-	SRR3479243.15470817,SRR3479243.6237055,SRR3479243.6573517,SRR3479243.7750424,SRR3479243.4074119,SRR3479243.5449184,
chr8:140789474|140890769	chr8	140789474	140890769	5	0_4_5	130	0.071	exon	ENSG00000169398.19,	-	SRR3479243.17121937,SRR3479243.20478000,SRR3479243.9403119,SRR3479243.29686152,SRR3479243.25968866,
chr8:140800459|140890769	chr8	140800459	140890769	2	1_2_1	115	0.034	exon	ENSG00000169398.19,	-	SRR3479243.10684166,SRR3479243.30524501,
chr8:140818277|140864399	chr8	140818277	140864399	4	2_1_4	235	0.033	exon	ENSG00000169398.19,	-	SRR3479243.6715227,SRR3479243.10700466,SRR3479243.4098195,SRR3479243.19888589,
chr8:140818277|140890769	chr8	140818277	140890769	5	2_5_3	201	0.047	exon	ENSG00000169398.19,	-	SRR3479243.13860864,SRR3479243.16336668,SRR3479243.16737785,SRR3479243.8285567,SRR3479243.3719428,
chr8:140830472|140864399	chr8	140830472	140864399	7	3_1_6	176	0.074	exon	ENSG00000169398.19,	-	SRR3479243.13671134,SRR3479243.9190815,SRR3479243.20671501,SRR3479243.10078562,SRR3479243.8592020,SRR3479243.25998295,SRR3479243.27567037,
chr8:140830472|140890769	chr8	140830472	140890769	2	0_2_2	144	0.027	exon	ENSG00000169398.19,	-	SRR3479243.17845430,SRR3479243.9283583,
chr8:140846260|140864399	chr8	140846260	140864399	12	4_5_11	174	0.121	exon	ENSG00000169398.19,	-	SRR3479243.702608,SRR3479243.2868086,SRR3479243.13001813,SRR3479243.13236241,SRR3479243.22848491,SRR3479243.19198939,SRR3479243.20597128,SRR3479243.10316712,SRR3479243.10469628,SRR3479243.5001039,SRR3479243.6511832,SRR3479243.5406144,
chr8:140846260|140890769	chr8	140846260	140890769	5	0_5_5	145	0.065	exon	ENSG00000169398.19,	-	SRR3479243.1872389,SRR3479243.14661927,SRR3479243.16907095,SRR3479243.7073801,SRR3479243.27029350,
chr8:140864312|140890769	chr8	140864312	140890769	35	8_13_9	267	0.208	exon	ENSG00000169398.19,	-	SRR3479243.146220,SRR3479243.754236,SRR3479243.1161153,SRR3479243.2107459,SRR3479243.2952956,SRR3479243.3087208,SRR3479243.13577765,SRR3479243.14904383,SRR3479243.15366136,SRR3479243.15462227,SRR3479243.16626218,SRR3479243.17351181,SRR3479243.22163913,SRR3479243.23828540,SRR3479243.23845966,SRR3479243.24272665,SRR3479243.24288151,SRR3479243.6329479,SRR3479243.8565158,SRR3479243.8641594,SRR3479243.20597235,SRR3479243.25510389,SRR3479243.26022333,SRR3479243.26239518,SRR3479243.9467133,SRR3479243.9918818,SRR3479243.10697416,SRR3479243.10781956,SRR3479243.4897655,SRR3479243.28162631,SRR3479243.28290161,SRR3479243.28689853,SRR3479243.29124216,SRR3479243.29514277,SRR3479243.19366502,
chr8:140879471|140890769	chr8	140879471	140890769	3	3_3_0	131	0.044	exon	ENSG00000169398.19,	-	SRR3479243.20266153,SRR3479243.26612822,SRR3479243.5958152,
chr8:141253989|141254629	chr8	141253989	141254629	59	35_35_2	6	0.952	exon	ENSG00000022567.9,	-	SRR3479243.223808,SRR3479243.656769,SRR3479243.1777679,SRR3479243.2615517,SRR3479243.2901522,SRR3479243.13652500,SRR3479243.13663107,SRR3479243.14148067,SRR3479243.14860169,SRR3479243.15494488,SRR3479243.16063416,SRR3479243.17615062,SRR3479243.18319031,SRR3479243.22055044,SRR3479243.22992230,SRR3479243.23131812,SRR3479243.23164960,SRR3479243.23446351,SRR3479243.6503537,SRR3479243.7999798,SRR3479243.19081596,SRR3479243.19211630,SRR3479243.20150583,SRR3479243.20665600,SRR3479243.21258157,SRR3479243.21702459,SRR3479243.25155775,SRR3479243.26714046,SRR3479243.26983327,SRR3479243.27190373,SRR3479243.27280618,SRR3479243.9924350,SRR3479243.10680440,SRR3479243.11551843,SRR3479243.3151000,SRR3479243.3287747,SRR3479243.3462051,SRR3479243.3670286,SRR3479243.3933178,SRR3479243.4575195,SRR3479243.4791654,SRR3479243.5456636,SRR3479243.5507164,SRR3479243.6133480,SRR3479243.6142460,SRR3479243.28179495,SRR3479243.28430776,SRR3479243.28473147,SRR3479243.28806330,SRR3479243.29235100,SRR3479243.29651736,SRR3479243.30425735,SRR3479243.30592005,SRR3479243.1871284,SRR3479243.22538324,SRR3479243.23092696,SRR3479243.20930340,SRR3479243.3931815,SRR3479243.28509156,
chr9:162432|172172	chr9	162432	172172	5	0_4_2	15	0.400	exon	ENSG00000172785.18,	-	SRR3479243.13126258,SRR3479243.28434796,SRR3479243.19226400,SRR3479243.11859966,SRR3479243.4061646,
chr9:4286038|4286523	chr9	4286038	4286523	2	2_1_0	7	0.364	exon	ENSG00000107249.21,	-	SRR3479243.9893721,SRR3479243.11729349,
chr9:4823548|4827033	chr9	4823548	4827033	3	1_3_2	96	0.059	exon	ENSG00000120158.11,	+	SRR3479243.375990,SRR3479243.466837,SRR3479243.1988937,
chr9:4823548|4833228	chr9	4823548	4833228	4	2_2_4	104	0.071	exon	ENSG00000120158.11,	+	SRR3479243.22164453,SRR3479243.27640820,SRR3479243.11964055,SRR3479243.12387652,
chr9:4823548|4860901	chr9	4823548	4860901	3	2_3_1	51	0.105	exon	ENSG00000120158.11,	+	SRR3479243.16038181,SRR3479243.11848854,SRR3479243.5382194,
chr9:4833154|4860901	chr9	4833154	4860901	5	1_2_0	63	0.137	exon	ENSG00000120158.11,	+	SRR3479243.9023175,SRR3479243.20679659,SRR3479243.20987904,SRR3479243.11048935,SRR3479243.17502869,
chr9:4860125|4860901	chr9	4860125	4860901	9	8_9_0	57	0.240	exon	ENSG00000120158.11,	+	SRR3479243.906247,SRR3479243.13989816,SRR3479243.17303011,SRR3479243.22194082,SRR3479243.20038222,SRR3479243.20281314,SRR3479243.21242592,SRR3479243.9672446,SRR3479243.18320986,
chr9:5797817|5813035	chr9	5797817	5813035	2	2_2_0	86	0.044	exon	ENSG00000099219.13,	-	SRR3479243.14588766,SRR3479243.3184820,
chr9:5968019|5988545	chr9	5968019	5988545	3	3_3_0	42	0.125	exon	ENSG00000183354.11,	-	SRR3479243.1637237,SRR3479243.12348945,SRR3479243.5975589,
chr9:6420912|6434173	chr9	6420912	6434173	5	5_4_0	37	0.213	exon	ENSG00000147854.16,	+	SRR3479243.471623,SRR3479243.10174892,SRR3479243.3307148,SRR3479243.28013198,SRR3479243.23315886,
chr9:6814631|6893232	chr9	6814631	6893232	2	2_2_0	54	0.069	exon	ENSG00000107077.17,ENSG00000274527.5,ENSG00000282960.1,	+	SRR3479243.24018729,SRR3479243.29800841,
chr9:6849507|6893232	chr9	6849507	6893232	4	4_4_0	25	0.242	exon	ENSG00000107077.17,ENSG00000282960.1,ENSG00000274527.5,	+	SRR3479243.298971,SRR3479243.17119005,SRR3479243.23102341,SRR3479243.9616188,
chr9:6880012|6893232	chr9	6880012	6893232	15	2_1_11	23	0.566	exon	ENSG00000107077.17,ENSG00000282960.1,ENSG00000274527.5,	+	SRR3479243.18844369,SRR3479243.204981,SRR3479243.1027540,SRR3479243.14466953,SRR3479243.14740561,SRR3479243.22421929,SRR3479243.24625547,SRR3479243.8444533,SRR3479243.8862980,SRR3479243.18934302,SRR3479243.20180277,SRR3479243.26055318,SRR3479243.27170494,SRR3479243.10705746,SRR3479243.11902033,
chr9:13216774|13250372	chr9	13216774	13250372	3	2_2_2	47	0.113	exon	ENSG00000107186.16,	-	SRR3479243.13928017,SRR3479243.16624134,SRR3479243.5558721,
chr9:14146689|14179780	chr9	14146689	14179780	5	4_1_4	77	0.115	exon	ENSG00000147862.15,	-	SRR3479243.13786067,SRR3479243.14082568,SRR3479243.23651022,SRR3479243.28276125,SRR3479243.16120997,
chr9:14639896|14680162	chr9	14639896	14680162	2	2_2_0	33	0.108	exon	ENSG00000175893.11,	-	SRR3479243.1445384,SRR3479243.8655087,
chr9:16727797|16738485	chr9	16727797	16738485	11	7_6_1	3	0.880	exon	ENSG00000173068.17,	-	SRR3479243.2396433,SRR3479243.2609487,SRR3479243.15640433,SRR3479243.16844933,SRR3479243.18340936,SRR3479243.19496838,SRR3479243.20719024,SRR3479243.10661068,SRR3479243.12000728,SRR3479243.12125989,SRR3479243.30968893,
chr9:17330632|17342444	chr9	17330632	17342444	3	3_3_0	30	0.167	exon	ENSG00000044459.14,	+	SRR3479243.24517837,SRR3479243.11869571,SRR3479243.29815274,
chr9:19076602|19096769	chr9	19076602	19096769	7	3_4_1	202	0.065	exon	ENSG00000147874.10,	-	SRR3479243.2144772,SRR3479243.13139210,SRR3479243.21781211,SRR3479243.19510766,SRR3479243.30317740,SRR3479243.24846590,SRR3479243.5540299,
chr9:19078176|19096769	chr9	19078176	19096769	2	2_0_2	200	0.020	exon	ENSG00000147874.10,	-	SRR3479243.106974,SRR3479243.2003473,
chr9:19086734|19096769	chr9	19086734	19096769	2	2_0_2	200	0.020	exon	ENSG00000147874.10,	-	SRR3479243.12965348,SRR3479243.14013741,
chr9:19093171|19096769	chr9	19093171	19096769	3	2_0_2	203	0.029	exon	ENSG00000147874.10,	-	SRR3479243.17651558,SRR3479243.22737177,SRR3479243.25742432,
chr9:19286769|19305527	chr9	19286769	19305527	4	4_4_0	38	0.174	exon	ENSG00000137145.20,	+	SRR3479243.511112,SRR3479243.2663858,SRR3479243.27605806,SRR3479243.5651586,
chr9:20819796|20823115	chr9	20819796	20823115	3	3_3_0	50	0.107	exon	ENSG00000188352.12,	+	SRR3479243.12577558,SRR3479243.22088791,SRR3479243.10691495,
chr9:20907150|20916937	chr9	20907150	20916937	4	3_0_3	39	0.170	exon	ENSG00000188352.12,	+	SRR3479243.574836,SRR3479243.21436576,SRR3479243.24972172,SRR3479243.4347582,
chr9:20923660|20933132	chr9	20923660	20933132	7	6_5_0	12	0.538	intergenic_region	n/a	+	SRR3479243.16418732,SRR3479243.18816309,SRR3479243.19238690,SRR3479243.20386368,SRR3479243.12194890,SRR3479243.5403212,SRR3479243.26265396,
chr9:22029433|22056387	chr9	22029433	22056387	2	2_2_0	42	0.087	exon	ENSG00000240498.6,	+	SRR3479243.9108111,SRR3479243.31031639,
chr9:22029433|22097364	chr9	22029433	22097364	2	1_1_1	28	0.125	exon	ENSG00000240498.6,	+	SRR3479243.17757392,SRR3479243.28380093,
chr9:22046751|22056387	chr9	22046751	22056387	2	2_2_0	31	0.114	exon	ENSG00000240498.6,	+	SRR3479243.18597843,SRR3479243.6871936,
chr9:22046751|22064018	chr9	22046751	22064018	3	3_1_2	22	0.214	exon	ENSG00000240498.6,	+	SRR3479243.24533023,SRR3479243.27751396,SRR3479243.10782578,
chr9:22046751|22097364	chr9	22046751	22097364	2	2_2_0	17	0.190	exon	ENSG00000240498.6,	+	SRR3479243.17312806,SRR3479243.21418966,
chr9:32966676|32989895	chr9	32966676	32989895	2	2_2_0	42	0.087	intergenic_region	n/a	-	SRR3479243.23996681,SRR3479243.28289740,
chr9:33271152|33278225	chr9	33271152	33278225	4	2_3_1	13	0.381	exon	ENSG00000086065.13,	+	SRR3479243.11690113,SRR3479243.3538260,SRR3479243.24815026,SRR3479243.11324905,
chr9:33293680|33295427	chr9	33293680	33295427	2	1_2_0	22	0.154	intron	ENSG00000086102.18,	+	SRR3479243.1334743,SRR3479243.23092143,
chr9:33351560|33352719	chr9	33351560	33352719	2	2_1_1	30	0.118	exon	ENSG00000086102.18,	+	SRR3479243.8498494,SRR3479243.26535460,
chr9:33351560|33354892	chr9	33351560	33354892	2	2_0_2	39	0.093	exon	ENSG00000086102.18,	+	SRR3479243.8616944,SRR3479243.19224759,
chr9:33886881|33900271	chr9	33886881	33900271	4	3_1_4	256	0.030	exon	ENSG00000107341.4,	+	SRR3479243.24717824,SRR3479243.6337781,SRR3479243.9582902,SRR3479243.5756582,
chr9:33941649|33948587	chr9	33941649	33948587	2	2_2_0	125	0.031	exon	ENSG00000137073.20,	-	SRR3479243.16023790,SRR3479243.29951044,
chr9:33944365|33956146	chr9	33944365	33956146	2	2_1_1	91	0.042	exon	ENSG00000137073.20,	-	SRR3479243.17019699,SRR3479243.8739567,
chr9:33948374|33948587	chr9	33948374	33948587	3	3_3_0	138	0.042	exon	ENSG00000137073.20,	-	SRR3479243.8113495,SRR3479243.4529531,SRR3479243.30669841,
chr9:33948374|33953474	chr9	33948374	33953474	7	7_6_0	186	0.070	exon	ENSG00000137073.20,	-	SRR3479243.12471070,SRR3479243.13465129,SRR3479243.22423503,SRR3479243.23287153,SRR3479243.8470813,SRR3479243.9522440,SRR3479243.17974693,
chr9:33948374|33956146	chr9	33948374	33956146	7	7_5_2	132	0.096	exon	ENSG00000137073.20,	-	SRR3479243.1982705,SRR3479243.17850465,SRR3479243.22465719,SRR3479243.23005937,SRR3479243.20458140,SRR3479243.9506893,SRR3479243.12016949,
chr9:33953285|33956146	chr9	33953285	33956146	3	3_0_3	167	0.035	exon	ENSG00000137073.20,	-	SRR3479243.3096627,SRR3479243.16330153,SRR3479243.19214590,
chr9:33953285|33960878	chr9	33953285	33960878	2	2_0_2	148	0.026	exon	ENSG00000137073.20,	-	SRR3479243.1503629,SRR3479243.26219785,
chr9:33953285|33963791	chr9	33953285	33963791	23	14_7_9	136	0.253	exon	ENSG00000137073.20,	-	SRR3479243.1193268,SRR3479243.2012766,SRR3479243.2672328,SRR3479243.3053433,SRR3479243.14156104,SRR3479243.14166136,SRR3479243.14651852,SRR3479243.22346880,SRR3479243.23055574,SRR3479243.18687083,SRR3479243.19458133,SRR3479243.25335289,SRR3479243.25744247,SRR3479243.26070550,SRR3479243.26781830,SRR3479243.10145747,SRR3479243.10974020,SRR3479243.3340321,SRR3479243.4136137,SRR3479243.29262558,SRR3479243.29315477,SRR3479243.4496529,SRR3479243.30076344,
